0,0.0,0.0,0.0,0.0,2048.0
1,-220.54565,-17.097532,-2.9760616,38.389015,1.5247066
2,-43.188786,-281.23636,-40.038788,6.1486597,1.7701894
3,-115.60201,122.229805,28.50518,26.959515,1.8317485
4,154.3206,239.2982,34.051685,-21.959532,1.755774
5,-4.6323414,211.65833,38.426792,0.8410064,1.3580523
6,197.9736,166.18124,25.332355,-30.178724,1.4329338
7,277.72693,-6.5920825,-0.95369244,-40.17942,1.1084266
8,243.74194,21.62226,3.4429932,-38.81194,1.0156915
9,156.88884,256.2074,35.251263,-21.586143,1.7798262
10,279.03854,-36.4325,-5.2249837,-40.01844,1.2566144
11,-2.361183,-34.710976,-76.63643,5.2131248,1.4493389
12,72.81476,240.7624,37.490105,-11.338285,1.6031618
13,-99.35001,77.422874,26.125795,33.524952,1.5175325
14,75.36369,-16.504763,-11.1620035,-50.967705,1.539443
15,-151.32964,-129.0625,-24.962252,29.268984,1.3374581
16,-126.20478,-114.38199,-26.289036,29.006332,1.5662527
17,49.703156,-21.784199,-24.76949,-56.514435,1.1039636
18,-281.16467,-88.81911,-12.3604145,39.127975,1.5048048
19,-1.8369964,-37.21546,-74.15386,3.660317,1.8969085
20,-202.58415,232.35458,31.491446,27.456606,1.5800323
21,-28.704933,-30.813707,-51.131954,47.63268,1.0461082
22,-105.865105,154.52122,31.871258,21.835537,1.620306
23,-256.09845,94.93779,13.897656,37.489475,1.8306813
24,263.84885,-48.875793,-7.245707,-39.114895,1.1874263
25,130.96402,-171.76254,-30.582043,-23.317932,1.0729449
26,-18.209991,-69.89457,-52.065563,13.564909,1.6666334
27,-7.7290635,135.60347,41.37842,2.358468,1.4370558
28,99.270905,-63.79242,-23.52746,-36.61238,1.5137222
29,-126.02925,52.674774,15.954142,38.17175,1.7285705
30,52.113647,-23.26807,-24.548197,-54.980755,1.9971259
31,-60.94146,21.080753,18.560017,53.65437,1.7472576
32,168.34499,154.58733,26.111776,-28.435621,1.1647855
33,-281.81564,82.98042,11.574252,39.30813,1.658931
34,-93.86082,-297.0782,-40.022995,12.645126,1.4429157
35,-70.8047,6.152584,4.693181,54.009716,1.8245595
36,-109.65324,-254.70798,-36.89445,15.883271,1.1479615
37,194.33601,142.49973,22.982733,-31.343027,1.9645377
38,99.40814,128.74664,31.263523,-24.139261,1.8301797
39,162.02283,-36.287018,-8.59628,-38.382694,1.0414414
40,13.8020115,-48.051758,-61.72925,-17.730629,1.1743512
41,-23.85811,89.244156,46.472763,12.423809,1.9394538
42,-226.81694,30.965837,5.222987,38.25706,1.7270885
43,-73.635994,241.81915,37.50689,11.421168,1.8364797
44,28.629692,-70.40978,-48.66804,-19.789167,1.1204698
45,-195.16336,-154.45352,-24.25542,30.648504,1.4793192
46,-40.047447,108.2751,41.157314,15.222755,1.2668831
47,25.854206,-164.67502,-38.827778,-6.096015,1.4105649
48,-18.14073,-96.67436,-46.01768,8.635116,1.6768694
49,227.56389,-116.28772,-17.882898,-34.995113,1.8684437
50,34.73146,-287.58716,-40.470314,-4.887538,1.1855478
51,232.93977,204.14256,27.593298,-31.485727,1.9015079
52,177.74431,103.32253,19.314606,-33.22665,1.893686
53,-180.7219,177.20058,27.456936,28.00256,1.6076168
54,-150.76245,-232.01749,-33.658768,21.871103,1.3499615
55,74.74027,70.11797,31.487034,-33.56271,1.3600781
56,88.59283,232.66516,36.528954,-13.909272,1.9726629
57,-180.2463,157.92227,25.590782,29.208319,1.3392026
58,133.50018,-65.0645,-17.687748,-36.291946,1.364342
59,258.6,5.2267976,0.79634595,-39.399857,1.9064134
60,11.450603,-56.596268,-58.68324,-11.87284,1.9482934
61,36.698353,184.10625,37.88007,-7.5507283,1.7926193
62,75.28979,-15.013827,-10.2268505,-51.28455,1.4551934
63,195.152,48.38654,9.253678,-37.321823,1.5753093
64,-11.805879,-52.287457,-60.550884,13.671661,1.9654936
65,10.220048,37.8351,69.9042,-18.882582,1.399153
66,28.540981,-19.75485,-43.766838,-63.232494,1.9206955
67,9.07987,76.69004,51.790188,-6.131802,1.8482603
68,-61.35406,-97.36703,-37.170418,23.422262,1.4876789
69,250.55022,76.35456,11.522919,-37.81136,1.8072921
70,32.79435,-125.49213,-40.70867,-10.638232,1.4592566
71,165.28535,-179.41902,-28.64247,-26.386171,1.7398105
72,-95.00566,117.63976,31.260168,25.245657,1.669213
73,80.59726,262.0458,38.25883,-11.767244,1.824827
74,29.73658,41.17986,51.665974,-37.308758,1.6803873
75,103.5892,-103.032524,-28.59854,-28.753056,1.5606337
76,-188.80086,98.33717,17.757399,34.09303,1.1836904
77,-97.9397,-188.14798,-34.094654,17.74784,1.2876747
78,221.09209,-201.14928,-27.760654,-30.512966,1.8626243
79,-120.82711,-146.75188,-29.784708,24.523026,1.359094
80,-106.67562,155.57576,31.84131,21.833038,1.320092
81,-32.07844,212.41388,38.019062,5.7415843,1.3329483
82,-120.87113,33.142868,11.25895,41.06108,1.418288
83,155.17953,206.01831,31.456652,-23.694149,1.270437
84,31.33097,-28.457407,-46.867188,-51.599728,1.1200359
85,19.064611,266.99258,39.65222,-2.831368,1.4697597
86,265.28003,-187.65036,-24.715073,-34.93953,1.7106173
87,70.63925,215.22488,36.650074,-12.028969,1.0362618
88,90.3045,94.286835,30.320158,-29.039541,1.6305588
89,1.7653819,-265.38748,-39.66098,-0.2638285,1.4895843
90,-73.79131,4.26803,3.0733678,53.13642,1.5494077
91,277.5302,5.6778316,0.821865,-40.172443,1.2388927
92,-35.766632,64.83789,46.56523,25.686857,1.0593898
93,-131.25078,-178.60359,-31.031134,22.803911,1.5420287
